cp_id,content,source_standard,identifier,requirement_item,section_level1,section_level2,section_level3,section_level4,section_level5,applicability_level
167,8.1.7.3 授权和审批 该测评单元包括以下要求：a）测评指标：应根据各个部门和各个岗位的职责明确授权审批事项、审批部门和批准人等；应针对系统变更、重要操作、物理访问和系统接入等事项建立审批程序，按照审批程序执行审批过程，对重要活动建立逐级审批制度；应定期审查审批事项，及时更新需授权和审批的项目、审批部门和审批人等信息。b）测评对象：记录表单类文档和管理制度类文档。c）测评实施：应核查是否根据各个部门和各个岗位的职责明确授权审批事项、审批部门和批准人等；应核查是否针对系统变更、重要操作、物理访问和系统接入等事项建立审批程序，按照审批程序执行审批过程，对重要活动建立逐级审批制度；应核查是否定期审查审批事项，及时更新需授权和审批的项目、审批部门和审批人等信息。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,访问控制,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.7 安全管理机构,8.1.7.3 授权和审批,第三级
168,8.1.7.4 沟通和合作 该测评单元包括以下要求：a）测评指标：应加强各类管理人员之间、组织内部机构之间以及网络安全职能部门内部的合作与沟通，定期召开协调会议，共同协作处理网络安全问题；应加强与网络安全职能部门、各类供应商、业界专家及安全组织的合作与沟通；应建立外联单位联系列表，包括外联单位名称、合作内容、联系人和联系方式等信息。b）测评对象：记录表单类文档和外联单位联系列表。c）测评实施：应核查是否加强各类管理人员之间、组织内部机构之间以及网络安全职能部门内部的合作与沟通，定期召开协调会议，共同协作处理网络安全问题；应核查是否加强与网络安全职能部门、各类供应商、业界专家及安全组织的合作与沟通；应核查是否建立外联单位联系列表，包括外联单位名称、合作内容、联系人和联系方式等信息。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全运维管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.7 安全管理机构,8.1.7.4 沟通和合作,第三级
169,8.1.7.5 审核和检查 该测评单元包括以下要求：a）测评指标：应定期进行常规安全检查，检查内容包括系统日常运行、系统漏洞和数据备份等情况；应定期进行全面安全检查，检查内容包括现有安全技术措施的有效性、安全配置与安全策略的一致性、安全管理制度的执行情况等；应制定安全检查表格实施安全检查，汇总安全检查数据，形成安全检查报告，并对安全检查结果进行通报。b）测评对象：记录表单类文档和安全检查报告。c）测评实施：应核查是否定期进行常规安全检查，检查内容包括系统日常运行、系统漏洞和数据备份等情况；应核查是否定期进行全面安全检查，检查内容包括现有安全技术措施的有效性、安全配置与安全策略的一致性、安全管理制度的执行情况等；应核查是否制定安全检查表格实施安全检查，汇总安全检查数据，形成安全检查报告，并对安全检查结果进行通报。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全审计,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.7 安全管理机构,8.1.7.5 审核和检查,第三级
170,8.1.8.1 人员录用 该测评单元包括以下要求：a）测评指标：应指定或授权专门的部门或人员负责人员录用；应对被录用人员的身份、安全背景、专业资格或资质等进行审查，对其所具有的技术技能进行考核；应与被录用人员签署保密协议，与关键岗位人员签署岗位责任协议。b）测评对象：人员录用文档和记录表单类文档。c）测评实施：应核查是否指定或授权专门的部门或人员负责人员录用；应核查是否对被录用人员的身份、安全背景、专业资格或资质等进行审查，对其所具有的技术技能进行考核；应核查是否与被录用人员签署保密协议，与关键岗位人员签署岗位责任协议。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,人员安全管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.8 安全管理人员,8.1.8.1 人员录用,第三级
171,8.1.8.2 人员离岗 该测评单元包括以下要求：a）测评指标：应及时终止离岗人员的所有访问权限，取回各种身份证件、钥匙、徽章等以及机构提供的软硬件设备；应办理严格的调离手续，并承诺调离后的保密义务后方可离开。b）测评对象：人员离岗文档和记录表单类文档。c）测评实施：应核查是否及时终止离岗人员的所有访问权限，取回各种身份证件、钥匙、徽章等以及机构提供的软硬件设备；应核查是否办理严格的调离手续，并承诺调离后的保密义务后方可离开。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,人员安全管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.8 安全管理人员,8.1.8.2 人员离岗,第三级
172,8.1.8.3 人员考核 该测评单元包括以下要求：a）测评指标：应定期对各个岗位的人员进行安全技能及安全认知的考核；应对关键岗位的人员进行全面、严格的安全审查和技能考核；应建立保密制度，并定期对保密制度执行情况进行考核或审查。b）测评对象：人员考核文档和记录表单类文档。c）测评实施：应核查是否定期对各个岗位的人员进行安全技能及安全认知的考核；应核查是否对关键岗位的人员进行全面、严格的安全审查和技能考核；应核查是否建立保密制度，并定期对保密制度执行情况进行考核或审查。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,人员安全管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.8 安全管理人员,8.1.8.3 人员考核,第三级
173,8.1.8.4 安全意识教育和培训 该测评单元包括以下要求：a）测评指标：应对各类人员进行安全意识教育和岗位技能培训，并告知相关的安全责任和惩戒措施；应针对不同岗位制定不同的培训计划，对安全基础知识、岗位操作规程等进行培训；应定期对不同岗位的人员进行安全技能考核。b）测评对象：安全意识教育和培训文档和记录表单类文档。c）测评实施：应核查是否对各类人员进行安全意识教育和岗位技能培训，并告知相关的安全责任和惩戒措施；应核查是否针对不同岗位制定不同的培训计划，对安全基础知识、岗位操作规程等进行培训；应核查是否定期对不同岗位的人员进行安全技能考核。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全意识与培训,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.8 安全管理人员,8.1.8.4 安全意识教育和培训,第三级
174,8.1.8.5 外部人员访问管理 该测评单元包括以下要求：a）测评指标：应在外部人员物理访问受控区域前先提出书面申请，批准后由专人全程陪同，并登记备案；应在外部人员接入受控网络访问系统前先提出书面申请，批准后由专人陪同，并登记备案；外部人员离场后应及时清除其所有的访问权限；应定期对保密协议、安全责任书进行审核和更新。b）测评对象：外部人员访问管理文档和记录表单类文档。c）测评实施：应核查是否在外部人员物理访问受控区域前先提出书面申请，批准后由专人全程陪同，并登记备案；应核查是否在外部人员接入受控网络访问系统前先提出书面申请，批准后由专人陪同，并登记备案；应核查外部人员离场后是否及时清除其所有的访问权限；应核查是否定期对保密协议、安全责任书进行审核和更新。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,访问控制,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.8 安全管理人员,8.1.8.5 外部人员访问管理,第三级
175,8.1.9.1 定级和备案 该测评单元包括以下要求：a）测评指标：应以书面的形式说明保护对象的安全保护等级及确定等级的方法和理由；应组织相关部门和有关安全技术专家对定级结果的合理性和正确性进行论证和审定；应保证定级结果经过相关部门的批准；应将备案材料报主管部门和相应公安机关备案。b）测评对象：定级报告和备案材料。c）测评实施：应核查是否以书面的形式说明保护对象的安全保护等级及确定等级的方法和理由；应核查是否组织相关部门和有关安全技术专家对定级结果的合理性和正确性进行论证和审定；应核查是否保证定级结果经过相关部门的批准；应核查是否将备案材料报主管部门和相应公安机关备案。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,等级保护实施,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.1 定级和备案,第三级
176,8.1.9.2 安全方案设计 该测评单元包括以下要求：a）测评指标：应根据安全保护等级选择基本安全措施，并依据风险分析的结果补充和调整安全措施；应指定和授权专门的部门对安全设计方案进行总体规划和统一设计；应组织相关部门和有关安全技术专家对安全设计方案的合理性和正确性进行论证和审定；应保证安全设计方案经过相关部门的批准。b）测评对象：安全设计方案和论证记录。c）测评实施：应核查是否根据安全保护等级选择基本安全措施，并依据风险分析的结果补充和调整安全措施；应核查是否指定和授权专门的部门对安全设计方案进行总体规划和统一设计；应核查是否组织相关部门和有关安全技术专家对安全设计方案的合理性和正确性进行论证和审定；应核查是否保证安全设计方案经过相关部门的批准。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全管理制度,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.2 安全方案设计,第三级
177,8.1.9.3 安全产品选择和使用 该测评单元包括以下要求：a）测评指标：应确保安全产品采购和使用符合国家的有关规定；应确保密码产品采购和使用符合国家密码主管部门的要求；应指定或授权专门的部门负责安全产品的采购；应预先对产品进行选型测试，确定产品的适用范围后方可采购。b）测评对象：安全产品采购文档和记录表单类文档。c）测评实施：应核查是否确保安全产品采购和使用符合国家的有关规定；应核查是否确保密码产品采购和使用符合国家密码主管部门的要求；应核查是否指定或授权专门的部门负责安全产品的采购；应核查是否预先对产品进行选型测试，确定产品的适用范围后方可采购。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,外包与供应商管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.3 安全产品选择和使用,第三级
178,8.1.9.4 安全软件开发 该测评单元包括以下要求：a）测评指标：应确保开发环境与实际运行环境物理分开，测试数据和测试结果受到控制；应制定软件开发管理制度，明确说明开发过程的控制方法和人员行为准则；应制定代码编写安全规范，要求开发人员参照规范编写代码；应确保提供软件设计的相关文档和使用指南，并由专人负责保管；应确保对程序资源库的修改、更新、发布进行授权和批准，并严格进行版本控制；应确保开发人员为专职人员，开发人员的开发活动受到控制、监视和审查。b）测评对象：软件开发管理制度和记录表单类文档。c）测评实施：应核查是否确保开发环境与实际运行环境物理分开，测试数据和测试结果受到控制；应核查是否制定软件开发管理制度，明确说明开发过程的控制方法和人员行为准则；应核查是否制定代码编写安全规范，要求开发人员参照规范编写代码；应核查是否确保提供软件设计的相关文档和使用指南，并由专人负责保管；应核查是否确保对程序资源库的修改、更新、发布进行授权和批准，并严格进行版本控制；应核查是否确保开发人员为专职人员，开发人员的开发活动受到控制、监视和审查。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,漏洞与风险管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 安全软件开发,第三级
179,8.1.9.5 外包软件开发 该测评单元包括以下要求：a）测评指标：应在软件交付前检测其中可能存在的恶意代码；应要求开发单位提供软件设计文档和使用指南；应要求开发单位提供软件源代码，并审查软件中可能存在的后门；应要求开发单位提供软件安全测试报告；应确保开发单位在软件交付前完成软件著作权登记。b）测评对象：外包软件开发文档和记录表单类文档。c）测评实施：应核查是否在软件交付前检测其中可能存在的恶意代码；应核查是否要求开发单位提供软件设计文档和使用指南；应核查是否要求开发单位提供软件源代码，并审查软件中可能存在的后门；应核查是否要求开发单位提供软件安全测试报告；应核查是否确保开发单位在软件交付前完成软件著作权登记。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,外包与供应商管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,第三级
180,8.1.9.6 工程实施 该测评单元包括以下要求：a）测评指标：应指定或授权专门的部门或人员负责工程实施过程的管理；应制定安全工程实施方案控制工程实施过程；应通过第三方工程监理控制项目的实施过程。b）测评对象：记录表单类文档和工程监理报告。c）测评实施：应核查是否指定或授权专门的部门或人员负责工程实施过程的管理；应核查是否制定安全工程实施方案控制工程实施过程；应核查是否通过第三方工程监理控制项目的实施过程。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,第三级
181,8.1.9.7 测试验收 该测评单元包括以下要求：a）测评指标：应制订测试验收方案，并依据测试验收方案实施测试验收，形成测试验收报告；应进行上线前的安全性测试，并出具安全测试报告，安全测试报告应包含密码应用安全性测试相关内容。b）测评对象：记录表单类文档和安全测试报告。c）测评实施：应核查是否制订测试验收方案，并依据测试验收方案实施测试验收，形成测试验收报告；应核查是否进行上线前的安全性测试，并出具安全测试报告，安全测试报告是否包含密码应用安全性测试相关内容。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,第三级
182,8.1.9.8 系统交付 该测评单元包括以下要求：a）测评指标：应制定交付清单，并根据交付清单对所交接的设备、软件和文档等进行清点；应对负责运行维护的技术人员进行相应的技能培训；应保证提供建设过程文档和运行维护文档。b）测评对象：记录表单类文档和交付清单。c）测评实施：应核查是否制定交付清单，并根据交付清单对所交接的设备、软件和文档等进行清点；应核查是否对负责运行维护的技术人员进行相应的技能培训；应核查是否保证提供建设过程文档和运行维护文档。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,第三级
183,8.1.9.9 等级测评 该测评单元包括以下要求：a）测评指标：应定期进行等级测评，发现不符合相应等级保护标准要求的及时整改；应在发生重大变更或级别发生变化时进行等级测评；应确保测评机构的选择符合国家有关规定。b）测评对象：运维负责人、等级测评报告和相关资质文件。c）测评实施：应核查是否定期进行等级测评，发现不符合相应等级保护标准要求的及时整改；应核查是否在发生重大变更或级别发生变化时进行等级测评；应核查以往等级测评的测评单位是否具有等级测评机构资质。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,等级保护实施,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,第三级
184,8.1.9.10 服务供应商管理 该测评单元包括以下要求：a）测评指标：应确保服务供应商的选择符合国家的有关规定；应与选定的服务供应商签订相关协议，明确整个服务供应链各方需履行的网络安全相关义务；应定期监督、评审和审核服务供应商提供的服务，并对其变更服务内容加以控制。b）测评对象：建设负责人、服务合同、服务审核报告和管理制度类文档。c）测评实施：应核查选择的安全服务商是否符合国家有关规定；应核查是否与服务供应商签订服务合同或安全责任书，明确后期的技术支持和服务承诺等内容；应核查是否具有服务供应商定期提交的安全服务报告、服务审核报告和服务供应商评价审核管理制度。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,外包与供应商管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.10 服务供应商管理,第三级
185,8.1.10.1 环境管理 该测评单元包括以下要求：a）测评指标：应指定专门的部门或人员负责机房安全，对机房出入进行管理，定期对机房供配电、空调、温湿度控制、消防等设施进行维护管理；应建立机房安全管理制度，对有关物理访问、物品进出和环境安全等方面的管理作出规定；应不在重要区域接待来访人员，不随意放置含有敏感信息的纸档文件和移动介质等；应对出入人员进行相应级别的授权，对进入重要安全区域的人员和活动实时监视等。b）测评对象：物理安全负责人、资产管理员、记录表单类文档和办公环境。c）测评实施：应核查是否指定专门的部门或人员负责机房安全，对机房出入进行管理，定期对机房供配电、空调、温湿度控制、消防等设施进行维护管理；应核查是否建立机房安全管理制度，对有关物理访问、物品进出和环境安全等方面的管理作出规定；应核查是否不在重要区域接待来访人员，不随意放置含有敏感信息的纸档文件和移动介质等；应核查是否对出入人员进行相应级别的授权，对进入重要安全区域的人员和活动实时监视等。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全运维管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.1 环境管理,第三级
186,8.1.10.2 资产管理 该测评单元包括以下要求：a）测评指标：应编制并保存与保护对象相关的资产清单，包括资产责任部门、重要程度和所处位置等内容；应根据资产的重要程度对资产进行标识管理，根据资产的价值选择相应的管理措施；应对信息分类与标识方法作出规定，并对信息的使用、传输和存储等进行规范化管理。b）测评对象：资产管理员、管理制度类文档和设备。c）测评实施：应核查是否编制并保存与保护对象相关的资产清单，包括资产责任部门、重要程度和所处位置等内容；应核查是否根据资产的重要程度对资产进行标识管理，根据资产的价值选择相应的管理措施；应核查是否对信息分类与标识方法作出规定，并对信息的使用、传输和存储等进行规范化管理。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,资产管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.2 资产管理,第三级
187,8.1.10.3 介质管理 该测评单元包括以下要求：a）测评指标：应将介质存放在安全的环境中，对各类介质进行控制和保护，实行存储介质专人管理，并根据存档介质的目录清单定期盘点；应对介质在物理传输过程中的人员选择、打包、交付等情况进行控制，并对介质的归档和查询等进行登记记录。b）测评对象：资产管理员和记录表单类文档。c）测评实施：应核查是否将介质存放在安全的环境中，对各类介质进行控制和保护，实行存储介质专人管理，并根据存档介质的目录清单定期盘点；应核查是否对介质在物理传输过程中的人员选择、打包、交付等情况进行控制，并对介质的归档和查询等进行登记记录。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,剩余信息保护,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.3 介质管理,第三级
188,8.1.10.4 设备维护管理 该测评单元包括以下要求：a）测评指标：应对各种设备（包括备份和冗余设备）、线路等指定专门的部门或人员定期进行维护管理；应建立配套设施、软硬件维护方面的管理制度，对其维护进行有效管理，包括明确维护人员的责任、维修和服务的审批、维修过程的监督控制等；信息处理设备应经过审批才能带离机房或办公地点，含有存储介质的设备带出工作环境时其中重要数据应加密；含有存储介质的设备在报废或重用前，应进行完全清除或被安全覆盖，保证该设备上的敏感数据和授权软件无法被恢复重用。b）测评对象：设备管理员、管理制度类文档和记录表单类文档。c）测评实施：应核查是否对各种设备（包括备份和冗余设备）、线路等指定专门的部门或人员定期进行维护管理；应核查是否建立配套设施、软硬件维护方面的管理制度，对其维护进行有效管理，包括明确维护人员的责任、维修和服务的审批、维修过程的监督控制等；应核查信息处理设备是否经过审批才能带离机房或办公地点，含有存储介质的设备带出工作环境时其中重要数据是否加密；应核查含有存储介质的设备在报废或重用前，是否进行完全清除或被安全覆盖，保证该设备上的敏感数据和授权软件无法被恢复重用。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全运维管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.4 设备维护管理,第三级
189,8.1.10.5 漏洞和风险管理 该测评单元包括以下要求：a）测评指标：应采取必要的措施识别安全漏洞和隐患，对发现的安全漏洞和隐患及时进行修补或评估可能的影响后进行修补；应定期开展安全测评，形成安全测评报告，采取措施应对发现的安全问题。b）测评对象：安全管理员、记录表单类文档和安全测评报告。c）测评实施：应核查是否采取必要的措施识别安全漏洞和隐患，对发现的安全漏洞和隐患及时进行修补或评估可能的影响后进行修补；应核查是否定期开展安全测评，形成安全测评报告，采取措施应对发现的安全问题。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,漏洞与风险管理,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.5 漏洞和风险管理,第三级
190,8.1.10.6 网络和系统安全管理 该测评单元包括以下要求：a）测评指标：应划分不同的管理员角色进行网络和系统的运维管理，明确各个角色的责任和权限；应指定专门的部门或人员进行账户管理，对申请账户、建立账户、删除账户等进行控制；应建立网络和系统安全管理制度，对安全策略、账户管理、配置管理、日志管理、日常操作、升级、漏洞扫描、恶意代码检测、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等内容进行规定；应制定重要设备的配置和操作手册，依据手册对设备进行安全配置和优化；应详细记录日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等过程，形成记录文档；应定期对日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等进行汇总分析，形成分析报告；应定期对日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等进行考核和奖惩。b）测评对象：系统管理员、网络管理员、安全管理员、记录表单类文档和分析报告。c）测评实施：应核查是否划分不同的管理员角色进行网络和系统的运维管理，明确各个角色的责任和权限；应核查是否指定专门的部门或人员进行账户管理，对申请账户、建立账户、删除账户等进行控制；应核查是否建立网络和系统安全管理制度，对安全策略、账户管理、配置管理、日志管理、日常操作、升级、漏洞扫描、恶意代码检测、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等内容进行规定；应核查是否制定重要设备的配置和操作手册，依据手册对设备进行安全配置和优化；应核查是否详细记录日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等过程，形成记录文档；应核查是否定期对日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等进行汇总分析，形成分析报告；应核查是否定期对日常操作、运行维护、故障处理、参数设置、恶意代码扫描、补丁升级、安全事件处置、应急预案演练、数据备份、备份恢复、安全测评、安全审计、安全报告、安全培训、安全考核、安全奖惩、安全责任追究、安全责任追究、安全责任追究等进行考核和奖惩。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,网络架构,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.6 网络和系统安全管理,第三级
191,8.1.10.7 恶意代码防护管理 该测评单元包括以下要求：a）测评指标：应提高所有用户的防恶意代码意识，对外来计算机或存储设备接入系统前进行恶意代码检查；应定期对恶意代码库进行升级，对恶意代码进行集中防护；应对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行详细记录，形成记录文档；应定期对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行汇总分析，形成分析报告；应定期对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行考核和奖惩。b）测评对象：安全管理员、记录表单类文档和分析报告。c）测评实施：应核查是否提高所有用户的防恶意代码意识，对外来计算机或存储设备接入系统前进行恶意代码检查；应核查是否定期对恶意代码库进行升级，对恶意代码进行集中防护；应核查是否对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行详细记录，形成记录文档；应核查是否定期对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行汇总分析，形成分析报告；应核查是否定期对恶意代码扫描、报警、处置、隔离、清除、恢复、追踪、溯源、报告、通报、考核、奖惩、责任追究等进行考核和奖惩。d）单元判定：如果以上测评实施内容均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,恶意代码防范,信息安全技术网络安全等级保护测评要求,8 第三级测评要求,8.1 安全测评通用要求,8.1.10 安全运维管理,8.1.10.7 恶意代码防护管理,第三级
